"Order ID","Customer ID","Platform","Order Date & Time","Promised Delivery (Minutes)","Actual Delivery (Minutes)","Product Category","Order Value (INR)","Items Count","Customer Feedback","Service Rating","Delivery Delay","Refund Requested"
"ORD017319","CUST0010","Swiggy Instamart","2024-11-16 19:58:19","35","25","Fruits & Vegetables","329","3","Very satisfied with the service.","3","No","No"
"ORD017320","CUST0628","Swiggy Instamart","2024-11-16 19:58:25","27","24","Snacks","253","3","Very late delivery, not happy.","3","No","No"
"ORD017321","CUST0002","JioMart","2024-11-16 19:58:30","36","29","Personal Care","527","2","Delivery was a little slow but acceptable.","2","No","No"
"ORD017322","CUST0001","JioMart","2024-11-16 19:58:38","38","27","Fruits & Vegetables","497","3","Delivery person was rude.","2","No","Yes"
"ORD017323","CUST0002","JioMart","2024-11-16 19:59:37","28","19","Snacks","216","3","Quick and reliable!","4","No","No"
"ORD017324","CUST0001","JioMart","2024-11-16 20:00:15","23","17","Grocery","833","5","Order was okay, nothing special.","3","No","Yes"
"ORD017325","CUST0001","JioMart","2024-11-16 20:00:55","34","46","Fruits & Vegetables","463","4","Will definitely order again!","3","Yes","No"
"ORD017326","CUST0004","JioMart","2024-11-16 20:00:59","26","39","Beverages","304","9","Packaging could be better.","3","Yes","No"
"ORD017327","CUST0003","JioMart","2024-11-16 20:02:24","18","13","Grocery","425","2","Items missing from order.","4","No","No"
"ORD017328","CUST0003","Swiggy Instamart","2024-11-16 20:02:26","25","19","Grocery","589","2","Product arrived damaged.","3","No","No"
"ORD017329","CUST0001","Blinkit","2024-11-16 20:02:40","36","31","Personal Care","916","3","Quick and reliable!","4","No","No"
"ORD017330","CUST0001","Swiggy Instamart","2024-11-16 20:02:49","35","49","Personal Care","691","3","Decent experience overall.","3","Yes","Yes"
"ORD017331","CUST0030","JioMart","2024-11-16 20:03:03","29","27","Snacks","202","6","Will definitely order again!","3","No","No"
"ORD017332","CUST0001","JioMart","2024-11-16 20:03:06","32","40","Beverages","322","5","Smooth ordering and quick delivery.","3","Yes","No"
"ORD017333","CUST0001","Swiggy Instamart","2024-11-16 20:03:51","36","26","Personal Care","441","2","Excellent experience!","5","No","No"
"ORD017334","CUST0004","Blinkit","2024-11-16 20:04:08","27","18","Snacks","388","9","Great value for money.","4","No","No"
"ORD017335","CUST0003","Swiggy Instamart","2024-11-16 20:04:43","20","14","Dairy","433","3","Good quality products.","4","No","No"
"ORD017336","CUST0010","JioMart","2024-11-16 20:04:50","24","21","Snacks","159","5","Will definitely order again!","3","No","No"
"ORD017337","CUST0281","Blinkit","2024-11-16 20:05:44","36","33","Fruits & Vegetables","372","2","Easy to order, loved it!","4","No","No"
"ORD017338","CUST0369","Blinkit","2024-11-16 20:05:52","39","33","Fruits & Vegetables","339","4","Horrible experience, never ordering again.","2","No","Yes"
"ORD017339","CUST0001","JioMart","2024-11-16 20:06:06","22","20","Snacks","325","4","Delivery was a little slow but acceptable.","4","No","No"
"ORD017340","CUST0001","Swiggy Instamart","2024-11-16 20:06:56","24","21","Snacks","256","3","Very late delivery, not happy.","3","No","No"
"ORD017341","CUST0005","JioMart","2024-11-16 20:07:06","36","27","Fruits & Vegetables","139","2","Delivery was a little slow but acceptable.","3","No","No"
"ORD017342","CUST0028","Swiggy Instamart","2024-11-16 20:07:13","24","21","Dairy","279","3","Delivery was a little slow but acceptable.","3","No","No"
"ORD017343","CUST0010","Swiggy Instamart","2024-11-16 20:07:31","37","26","Personal Care","472","2","Easy to order, loved it!","3","No","No"
"ORD017344","CUST0001","Swiggy Instamart","2024-11-16 20:08:10","20","13","Grocery","688","6","Delayed and poor communication.","3","No","Yes"
"ORD017345","CUST0001","JioMart","2024-11-16 20:08:22","31","17","Fruits & Vegetables","138","4","Great value for money.","5","No","No"
"ORD017346","CUST0003","Swiggy Instamart","2024-11-16 20:08:32","24","17","Dairy","643","5","Not fresh, disappointed.","3","No","No"
"ORD017347","CUST0003","Swiggy Instamart","2024-11-16 20:08:40","28","24","Beverages","196","8","Very late delivery, not happy.","1","No","No"
"ORD017348","CUST0001","JioMart","2024-11-16 20:08:50","37","32","Fruits & Vegetables","324","2","Great value for money.","4","No","No"
"ORD017349","CUST0005","Blinkit","2024-11-16 20:09:27","30","22","Beverages","247","7","Will definitely order again!","4","No","No"
"ORD017350","CUST0001","JioMart","2024-11-16 20:09:30","31","23","Grocery","995","5","Great value for money.","5","No","No"
"ORD017351","CUST0001","JioMart","2024-11-16 20:09:36","30","27","Dairy","344","7","Quick and reliable!","5","No","No"
"ORD017352","CUST0001","Blinkit","2024-11-16 20:10:42","16","11","Dairy","96","4","Smooth ordering and quick delivery.","4","No","No"
"ORD017353","CUST0001","JioMart","2024-11-16 20:10:46","27","18","Snacks","203","3","Delivery was a little slow but acceptable.","3","No","No"
"ORD017354","CUST0007","JioMart","2024-11-16 20:10:54","22","19","Dairy","304","2","Fast delivery, great service!","5","No","No"
"ORD017355","CUST0007","Swiggy Instamart","2024-11-16 20:10:56","34","32","Personal Care","705","7","Delivery was a little slow but acceptable.","3","No","No"
"ORD017356","CUST0443","Blinkit","2024-11-16 20:11:38","30","37","Personal Care","510","3","Fast delivery, great service!","1","Yes","Yes"
"ORD017357","CUST0114","Swiggy Instamart","2024-11-16 20:11:50","28","24","Dairy","856","4","Smooth ordering and quick delivery.","4","No","No"
"ORD017358","CUST0007","JioMart","2024-11-16 20:11:59","25","18","Dairy","317","8","Quick and reliable!","4","No","Yes"
"ORD017359","CUST0028","Blinkit","2024-11-16 20:12:03","34","28","Snacks","91","4","Will definitely order again!","4","No","No"
"ORD017360","CUST0002","Swiggy Instamart","2024-11-16 20:12:37","25","14","Grocery","481","3","Easy to order, loved it!","2","No","No"
"ORD017361","CUST0007","Swiggy Instamart","2024-11-16 20:12:41","32","24","Fruits & Vegetables","84","2","Great value for money.","3","No","Yes"
"ORD017362","CUST0001","JioMart","2024-11-16 20:12:51","22","19","Dairy","317","4","Product quality was average.","3","No","No"
"ORD017363","CUST3085","JioMart","2024-11-16 20:12:54","22","27","Dairy","583","5","Packaging could be better.","1","Yes","Yes"
"ORD017364","CUST0004","Swiggy Instamart","2024-11-16 20:13:21","25","17","Grocery","2000","6","Wrong item delivered.","4","No","No"
"ORD017365","CUST0005","Swiggy Instamart","2024-11-16 20:14:00","19","11","Grocery","571","4","Good quality products.","5","No","No"
"ORD017366","CUST0001","Blinkit","2024-11-16 20:14:16","22","15","Dairy","489","3","Wrong item delivered.","3","No","No"
"ORD017367","CUST0001","Blinkit","2024-11-16 20:14:41","39","33","Fruits & Vegetables","380","3","Items missing from order.","3","No","No"
"ORD017368","CUST0002","Swiggy Instamart","2024-11-16 20:15:03","35","27","Fruits & Vegetables","194","7","Excellent experience!","5","No","No"
"ORD017369","CUST1195","JioMart","2024-11-16 20:15:04","30","20","Snacks","142","8","Delivery was a little slow but acceptable.","4","No","No"
"ORD017370","CUST0035","Blinkit","2024-11-16 20:15:56","35","32","Personal Care","248","3","Order was okay, nothing special.","4","No","No"
"ORD017371","CUST0140","Blinkit","2024-11-16 20:16:13","40","33","Fruits & Vegetables","401","2","Smooth ordering and quick delivery.","5","No","No"
"ORD017372","CUST0001","Blinkit","2024-11-16 20:16:20","33","29","Personal Care","560","3","Very satisfied with the service.","5","No","No"
"ORD017373","CUST0134","Swiggy Instamart","2024-11-16 20:16:55","23","19","Dairy","484","8","Wrong item delivered.","3","No","Yes"
"ORD017374","CUST0001","Blinkit","2024-11-16 20:17:18","34","27","Personal Care","433","2","Wrong item delivered.","5","No","No"
"ORD017375","CUST0006","Swiggy Instamart","2024-11-16 20:17:22","25","21","Grocery","629","4","Packaging could be better.","4","No","No"
"ORD017376","CUST0001","Swiggy Instamart","2024-11-16 20:17:37","36","30","Fruits & Vegetables","198","3","Great value for money.","3","No","No"
"ORD017377","CUST0001","JioMart","2024-11-16 20:17:55","32","41","Snacks","284","3","Not fresh, disappointed.","3","Yes","Yes"
"ORD017378","CUST4823","Blinkit","2024-11-16 20:17:58","32","28","Snacks","451","3","Fast delivery, great service!","5","No","No"
"ORD017379","CUST0003","Swiggy Instamart","2024-11-16 20:18:08","32","42","Snacks","401","3","Very satisfied with the service.","3","Yes","No"
"ORD017380","CUST0059","JioMart","2024-11-16 20:18:30","26","23","Beverages","216","4","Good quality products.","4","No","No"
"ORD017381","CUST0003","JioMart","2024-11-16 20:18:38","28","33","Beverages","219","3","Very late delivery, not happy.","2","Yes","Yes"
"ORD017382","CUST0003","Blinkit","2024-11-16 20:18:49","40","34","Fruits & Vegetables","169","5","Very satisfied with the service.","4","No","No"
"ORD017383","CUST0001","JioMart","2024-11-16 20:19:15","38","56","Fruits & Vegetables","441","5","Delayed and poor communication.","1","Yes","Yes"
"ORD017384","CUST0002","JioMart","2024-11-16 20:19:18","21","12","Beverages","801","5","Excellent experience!","4","No","No"
"ORD017385","CUST0010","Swiggy Instamart","2024-11-16 20:19:32","24","18","Beverages","633","4","Order was okay, nothing special.","3","No","No"
"ORD017386","CUST0002","Swiggy Instamart","2024-11-16 20:19:51","25","23","Dairy","116","4","Order was okay, nothing special.","3","No","No"
"ORD017387","CUST0001","JioMart","2024-11-16 20:19:59","20","14","Beverages","580","6","Great value for money.","4","No","No"
"ORD017388","CUST0001","Blinkit","2024-11-16 20:20:12","37","34","Fruits & Vegetables","355","4","Not fresh, disappointed.","5","No","No"
"ORD017389","CUST0002","Swiggy Instamart","2024-11-16 20:20:39","26","17","Snacks","343","5","Great value for money.","5","No","No"
"ORD017390","CUST0001","Swiggy Instamart","2024-11-16 20:21:01","36","29","Personal Care","458","3","Items missing from order.","2","No","Yes"
"ORD017391","CUST0004","JioMart","2024-11-16 20:21:06","28","20","Snacks","222","3","Very late delivery, not happy.","3","No","No"
"ORD017392","CUST0255","JioMart","2024-11-16 20:21:27","29","16","Beverages","323","6","Will definitely order again!","4","No","No"
"ORD017393","CUST0002","Swiggy Instamart","2024-11-16 20:21:43","22","19","Grocery","1183","5","Decent experience overall.","4","No","No"
"ORD017394","CUST0006","JioMart","2024-11-16 20:21:45","33","30","Fruits & Vegetables","212","1","Very satisfied with the service.","4","No","No"
"ORD017395","CUST0001","JioMart","2024-11-16 20:21:54","38","34","Fruits & Vegetables","432","6","Will definitely order again!","4","No","Yes"
"ORD017396","CUST0238","Swiggy Instamart","2024-11-16 20:22:02","30","26","Personal Care","564","3","Decent experience overall.","3","No","No"
"ORD017397","CUST0001","Swiggy Instamart","2024-11-16 20:22:46","30","27","Snacks","251","4","Wrong item delivered.","2","No","No"
"ORD017398","CUST0400","Swiggy Instamart","2024-11-16 20:23:10","28","23","Snacks","270","9","Easy to order, loved it!","5","No","No"
"ORD017399","CUST0180","Blinkit","2024-11-16 20:24:05","38","32","Fruits & Vegetables","364","3","Cold items arrived melted.","3","No","No"
"ORD017400","CUST0003","Swiggy Instamart","2024-11-16 20:24:23","35","30","Fruits & Vegetables","150","4","Will definitely order again!","3","No","No"
"ORD017401","CUST0001","Blinkit","2024-11-16 20:24:26","37","29","Fruits & Vegetables","699","8","Smooth ordering and quick delivery.","4","No","No"
"ORD017402","CUST0007","Blinkit","2024-11-16 20:24:50","34","32","Fruits & Vegetables","284","5","Very late delivery, not happy.","5","No","No"
"ORD017403","CUST0001","JioMart","2024-11-16 20:27:11","23","18","Dairy","721","3","Delayed and poor communication.","3","No","No"
"ORD017404","CUST0002","Swiggy Instamart","2024-11-16 20:27:46","36","49","Fruits & Vegetables","174","1","Smooth ordering and quick delivery.","4","Yes","No"
"ORD017405","CUST0001","Blinkit","2024-11-16 20:27:47","16","33","Dairy","391","7","Fast delivery, great service!","5","Yes","No"
"ORD017406","CUST0001","JioMart","2024-11-16 20:27:56","32","45","Beverages","330","3","Delivery was a little slow but acceptable.","2","Yes","Yes"
"ORD017407","CUST0002","Blinkit","2024-11-16 20:28:01","32","30","Personal Care","710","3","Quick and reliable!","5","No","No"
"ORD017408","CUST0148","Swiggy Instamart","2024-11-16 20:28:49","23","19","Grocery","1270","4","Will definitely order again!","4","No","No"
"ORD017409","CUST0016","Blinkit","2024-11-16 20:28:49","25","21","Beverages","451","5","Very late delivery, not happy.","4","No","No"
"ORD017410","CUST0066","JioMart","2024-11-16 20:29:00","33","45","Personal Care","551","4","Very late delivery, not happy.","2","Yes","Yes"
"ORD017411","CUST0001","Swiggy Instamart","2024-11-16 20:29:23","32","38","Fruits & Vegetables","283","7","Product arrived damaged.","1","Yes","Yes"
"ORD017412","CUST0001","Blinkit","2024-11-16 20:30:01","33","30","Fruits & Vegetables","98","5","Product arrived damaged.","4","No","No"
"ORD017413","CUST0030","Swiggy Instamart","2024-11-16 20:31:14","21","16","Dairy","623","1","Very satisfied with the service.","5","No","No"
"ORD017414","CUST0002","JioMart","2024-11-16 20:31:14","25","19","Snacks","478","7","Product quality was average.","3","No","No"
"ORD017415","CUST0001","Blinkit","2024-11-16 20:31:26","29","22","Fruits & Vegetables","433","9","Order was okay, nothing special.","3","No","No"
"ORD017416","CUST0001","Swiggy Instamart","2024-11-16 20:32:09","31","27","Beverages","492","6","Smooth ordering and quick delivery.","4","No","No"
"ORD017417","CUST0035","Swiggy Instamart","2024-11-16 20:32:47","29","26","Personal Care","416","4","Delivery was a little slow but acceptable.","4","No","No"
"ORD017418","CUST0004","Blinkit","2024-11-16 20:34:13","23","17","Grocery","1089","7","Order was okay, nothing special.","4","No","No"
"ORD017419","CUST0001","JioMart","2024-11-16 20:34:16","39","35","Personal Care","334","2","Good quality products.","4","No","No"
"ORD017420","CUST0546","JioMart","2024-11-16 20:34:32","21","9","Grocery","1248","6","Very late delivery, not happy.","2","No","No"
"ORD017421","CUST0001","JioMart","2024-11-16 20:35:23","25","22","Dairy","241","3","Delivery was a little slow but acceptable.","4","No","No"
"ORD017422","CUST0002","JioMart","2024-11-16 20:35:28","31","28","Personal Care","235","6","Excellent experience!","4","No","No"
"ORD017423","CUST0001","Swiggy Instamart","2024-11-16 20:35:43","30","24","Dairy","308","2","Order was okay, nothing special.","1","No","Yes"
"ORD017424","CUST0002","JioMart","2024-11-16 20:36:15","34","29","Fruits & Vegetables","407","4","Very satisfied with the service.","4","No","No"
"ORD017425","CUST0001","Swiggy Instamart","2024-11-16 20:37:08","22","16","Dairy","612","3","Horrible experience, never ordering again.","3","No","No"
"ORD017426","CUST0002","Blinkit","2024-11-16 20:37:33","34","20","Fruits & Vegetables","357","3","Great value for money.","2","No","No"
"ORD017427","CUST0001","Swiggy Instamart","2024-11-16 20:38:23","25","21","Beverages","412","3","Smooth ordering and quick delivery.","5","No","No"
"ORD017428","CUST0007","Swiggy Instamart","2024-11-16 20:38:24","26","16","Grocery","1126","4","Packaging could be better.","3","No","No"
"ORD017429","CUST0020","Blinkit","2024-11-16 20:40:06","34","26","Personal Care","604","2","Very satisfied with the service.","4","No","Yes"
"ORD017430","CUST0001","Swiggy Instamart","2024-11-16 20:40:35","16","13","Grocery","873","8","Fast delivery, great service!","4","No","No"
"ORD017431","CUST0009","JioMart","2024-11-16 20:41:07","23","20","Grocery","1314","6","Great value for money.","5","No","No"
"ORD017432","CUST0001","Blinkit","2024-11-16 20:41:52","26","20","Grocery","779","2","Very late delivery, not happy.","3","No","No"
"ORD017433","CUST0005","Swiggy Instamart","2024-11-16 20:42:01","30","24","Snacks","463","3","Very satisfied with the service.","3","No","Yes"
"ORD017434","CUST0001","Swiggy Instamart","2024-11-16 20:42:08","28","24","Snacks","126","8","Order was okay, nothing special.","3","No","No"
"ORD017435","CUST0034","Blinkit","2024-11-16 20:42:59","28","23","Grocery","474","2","Will definitely order again!","3","No","No"
"ORD017436","CUST0001","Swiggy Instamart","2024-11-16 20:43:31","33","15","Fruits & Vegetables","136","2","Product quality was average.","3","No","No"
"ORD017437","CUST0002","Blinkit","2024-11-16 20:43:55","23","19","Beverages","560","6","Great value for money.","4","No","No"
"ORD017438","CUST0001","JioMart","2024-11-16 20:44:00","24","8","Beverages","249","4","Great value for money.","4","No","No"
"ORD017439","CUST0011","Swiggy Instamart","2024-11-16 20:44:57","33","29","Personal Care","566","1","Fast delivery, great service!","3","No","No"
"ORD017440","CUST0001","Swiggy Instamart","2024-11-16 20:45:17","27","25","Beverages","321","7","Fast delivery, great service!","4","No","No"
"ORD017441","CUST0005","Blinkit","2024-11-16 20:46:15","21","14","Grocery","781","6","Product quality was average.","3","No","No"
"ORD017442","CUST0001","Swiggy Instamart","2024-11-16 20:46:59","30","23","Beverages","649","7","Product quality was average.","5","No","No"
"ORD017443","CUST0012","JioMart","2024-11-16 20:47:48","38","54","Fruits & Vegetables","567","7","Packaging could be better.","3","Yes","No"
"ORD017444","CUST0008","JioMart","2024-11-16 20:48:10","22","19","Grocery","215","3","Cold items arrived melted.","2","No","No"
"ORD017445","CUST0004","JioMart","2024-11-16 20:48:21","25","21","Beverages","1250","5","Packaging could be better.","3","No","Yes"
"ORD017446","CUST0005","Blinkit","2024-11-16 20:49:28","29","22","Beverages","567","10","Not fresh, disappointed.","3","No","No"
"ORD017447","CUST0016","JioMart","2024-11-16 20:49:29","24","22","Grocery","828","5","Good quality products.","4","No","No"
"ORD017448","CUST0002","Swiggy Instamart","2024-11-16 20:49:37","31","24","Personal Care","815","3","Great value for money.","5","No","No"
"ORD017449","CUST0004","JioMart","2024-11-16 20:50:24","27","68","Beverages","810","6","Product quality was average.","2","Yes","Yes"
"ORD017450","CUST0001","Swiggy Instamart","2024-11-16 20:50:43","27","24","Dairy","151","4","Product quality was average.","2","No","No"
"ORD017451","CUST0015","Blinkit","2024-11-16 20:51:28","27","20","Dairy","198","1","Delayed and poor communication.","3","No","No"
"ORD017452","CUST0001","JioMart","2024-11-16 20:51:28","29","23","Snacks","212","5","Great value for money.","4","No","No"
"ORD017453","CUST0001","Swiggy Instamart","2024-11-16 20:51:32","23","18","Grocery","622","5","Smooth ordering and quick delivery.","4","No","No"
"ORD017454","CUST0001","Blinkit","2024-11-16 20:52:13","21","11","Grocery","889","10","Packaging could be better.","3","No","No"
"ORD017455","CUST0015","JioMart","2024-11-16 20:52:53","38","36","Personal Care","1400","3","Easy to order, loved it!","5","No","No"
"ORD017456","CUST0059","Blinkit","2024-11-16 20:53:12","26","20","Beverages","743","5","Will definitely order again!","5","No","No"
"ORD017457","CUST0006","Blinkit","2024-11-16 20:54:03","18","12","Grocery","519","2","Excellent experience!","4","No","No"
"ORD017458","CUST0001","JioMart","2024-11-16 20:54:35","36","34","Personal Care","296","5","Excellent experience!","4","No","No"
"ORD017459","CUST0001","JioMart","2024-11-16 20:55:06","23","20","Beverages","189","2","Wrong item delivered.","3","No","No"
"ORD017460","CUST0001","Swiggy Instamart","2024-11-16 20:55:47","35","33","Personal Care","831","3","Delivery was a little slow but acceptable.","3","No","No"
"ORD017461","CUST0003","Swiggy Instamart","2024-11-16 20:56:54","24","39","Dairy","1100","4","Good quality products.","3","Yes","No"
"ORD017462","CUST0001","Swiggy Instamart","2024-11-16 20:57:23","37","32","Personal Care","291","2","Fast delivery, great service!","4","No","No"
"ORD017463","CUST0001","Swiggy Instamart","2024-11-16 20:58:43","22","19","Grocery","632","10","Delivery was a little slow but acceptable.","3","No","Yes"
"ORD017464","CUST0001","Swiggy Instamart","2024-11-16 20:59:01","35","44","Fruits & Vegetables","393","4","Items missing from order.","2","Yes","Yes"
"ORD017465","CUST0002","JioMart","2024-11-16 20:59:25","24","18","Beverages","461","2","Cold items arrived melted.","5","No","No"
"ORD017466","CUST0001","JioMart","2024-11-16 20:59:33","28","15","Snacks","281","7","Excellent experience!","5","No","No"
"ORD017467","CUST0001","Swiggy Instamart","2024-11-16 20:59:34","34","43","Fruits & Vegetables","159","2","Delayed and poor communication.","2","Yes","Yes"
"ORD017468","CUST0004","JioMart","2024-11-16 20:59:46","22","43","Grocery","533","4","Packaging could be better.","3","Yes","No"
"ORD017469","CUST0035","Blinkit","2024-11-16 21:00:01","23","17","Snacks","362","3","Quick and reliable!","5","No","No"
"ORD017470","CUST0002","JioMart","2024-11-16 21:00:32","22","10","Beverages","359","6","Good quality products.","1","No","No"
"ORD017471","CUST0001","JioMart","2024-11-16 21:00:48","27","13","Personal Care","781","3","Delivery person was rude.","5","No","No"
"ORD017472","CUST0003","JioMart","2024-11-16 21:00:49","34","52","Personal Care","1043","5","Fast delivery, great service!","2","Yes","Yes"
"ORD017473","CUST0001","Swiggy Instamart","2024-11-16 21:00:49","30","24","Snacks","854","5","Easy to order, loved it!","4","No","No"
"ORD017474","CUST0002","JioMart","2024-11-16 21:01:13","26","21","Beverages","397","6","Very late delivery, not happy.","3","No","Yes"
"ORD017475","CUST0095","JioMart","2024-11-16 21:02:40","37","30","Fruits & Vegetables","702","3","Very satisfied with the service.","3","No","Yes"
"ORD017476","CUST0016","JioMart","2024-11-16 21:03:01","39","56","Fruits & Vegetables","420","7","Will definitely order again!","3","Yes","Yes"
"ORD017477","CUST0001","Blinkit","2024-11-16 21:03:28","30","26","Snacks","163","3","Easy to order, loved it!","4","No","No"
"ORD017478","CUST0019","Blinkit","2024-11-16 21:03:41","37","32","Personal Care","436","3","Packaging could be better.","3","No","No"
"ORD017479","CUST0002","JioMart","2024-11-16 21:04:20","35","19","Fruits & Vegetables","398","5","Cold items arrived melted.","2","No","No"
"ORD017480","CUST0004","JioMart","2024-11-16 21:05:55","29","24","Snacks","272","3","Good quality products.","3","No","No"
"ORD017481","CUST0004","Blinkit","2024-11-16 21:05:55","27","17","Grocery","800","6","Quick and reliable!","2","No","Yes"
"ORD017482","CUST0001","Swiggy Instamart","2024-11-16 21:06:24","29","24","Beverages","312","6","Cold items arrived melted.","1","No","No"
"ORD017483","CUST0001","Blinkit","2024-11-16 21:06:40","25","10","Beverages","441","6","Smooth ordering and quick delivery.","4","No","No"
"ORD017484","CUST0001","Swiggy Instamart","2024-11-16 21:08:54","23","16","Grocery","650","4","Smooth ordering and quick delivery.","5","No","No"
"ORD017485","CUST0199","Swiggy Instamart","2024-11-16 21:09:32","36","22","Snacks","155","3","Delivery was a little slow but acceptable.","3","No","No"
"ORD017486","CUST0001","Blinkit","2024-11-16 21:09:39","28","21","Beverages","526","6","Cold items arrived melted.","2","No","No"
"ORD017487","CUST0001","JioMart","2024-11-16 21:10:31","18","13","Grocery","361","5","Very satisfied with the service.","5","No","Yes"
"ORD017488","CUST0008","JioMart","2024-11-16 21:11:21","30","26","Snacks","285","6","Quick and reliable!","3","No","No"
"ORD017489","CUST0002","JioMart","2024-11-16 21:11:45","39","30","Fruits & Vegetables","225","2","Easy to order, loved it!","5","No","No"
"ORD017490","CUST0028","JioMart","2024-11-16 21:11:48","28","25","Grocery","1074","4","Very satisfied with the service.","3","No","Yes"
"ORD017491","CUST0003","Swiggy Instamart","2024-11-16 21:16:36","38","36","Fruits & Vegetables","217","6","Delivery was a little slow but acceptable.","2","No","Yes"
"ORD017492","CUST0002","Blinkit","2024-11-16 21:19:12","36","47","Personal Care","666","2","Product arrived damaged.","2","Yes","Yes"
"ORD017493","CUST0002","Swiggy Instamart","2024-11-16 21:19:19","33","21","Grocery","695","4","Decent experience overall.","5","No","No"
"ORD017494","CUST0971","JioMart","2024-11-16 21:19:33","35","31","Personal Care","556","5","Product quality was average.","5","No","No"
"ORD017495","CUST0001","Blinkit","2024-11-16 21:19:56","29","25","Grocery","496","5","Easy to order, loved it!","5","No","No"
"ORD017496","CUST0007","Blinkit","2024-11-16 21:20:05","27","21","Grocery","560","9","Not fresh, disappointed.","2","No","No"
"ORD017497","CUST0006","Swiggy Instamart","2024-11-16 21:20:10","38","34","Personal Care","472","1","Great value for money.","3","No","No"
"ORD017498","CUST0001","Swiggy Instamart","2024-11-16 21:20:14","25","19","Beverages","577","3","Product quality was average.","3","No","No"
"ORD017499","CUST0001","JioMart","2024-11-16 21:20:22","22","17","Grocery","726","4","Fast delivery, great service!","5","No","No"
"ORD017500","CUST0003","Blinkit","2024-11-16 21:20:34","24","15","Dairy","1068","3","Very late delivery, not happy.","5","No","No"
"ORD017501","CUST0017","Swiggy Instamart","2024-11-16 21:21:11","36","32","Personal Care","911","8","Very late delivery, not happy.","3","No","Yes"
"ORD017502","CUST0018","Swiggy Instamart","2024-11-16 21:21:37","35","59","Fruits & Vegetables","434","7","Will definitely order again!","4","Yes","No"
"ORD017503","CUST0046","JioMart","2024-11-16 21:22:50","27","22","Snacks","436","3","Product quality was average.","4","No","No"
"ORD017504","CUST0001","Swiggy Instamart","2024-11-16 21:23:20","16","10","Grocery","532","8","Quick and reliable!","4","No","No"
"ORD017505","CUST0011","JioMart","2024-11-16 21:25:05","32","28","Personal Care","2000","3","Fast delivery, great service!","4","No","No"
"ORD017506","CUST2513","Blinkit","2024-11-16 21:25:29","25","40","Snacks","183","3","Smooth ordering and quick delivery.","3","Yes","Yes"
"ORD017507","CUST0037","Blinkit","2024-11-16 21:26:22","31","27","Beverages","799","5","Product arrived damaged.","3","No","No"
"ORD017508","CUST0002","Blinkit","2024-11-16 21:26:45","27","25","Beverages","531","5","Very satisfied with the service.","5","No","Yes"
"ORD017509","CUST0001","Blinkit","2024-11-16 21:28:14","25","17","Dairy","315","5","Product quality was average.","3","No","No"
"ORD017510","CUST0059","Blinkit","2024-11-16 21:28:40","22","14","Grocery","636","6","Good quality products.","4","No","No"
"ORD017511","CUST0001","Swiggy Instamart","2024-11-16 21:29:09","23","20","Dairy","122","4","Smooth ordering and quick delivery.","5","No","No"
"ORD017512","CUST0012","JioMart","2024-11-16 21:29:48","18","10","Grocery","662","3","Packaging could be better.","3","No","No"
"ORD017513","CUST0001","JioMart","2024-11-16 21:30:02","36","31","Personal Care","582","3","Smooth ordering and quick delivery.","5","No","Yes"
"ORD017514","CUST0004","Swiggy Instamart","2024-11-16 21:30:47","24","15","Beverages","230","5","Very satisfied with the service.","4","No","Yes"
"ORD017515","CUST0182","Swiggy Instamart","2024-11-16 21:33:17","25","22","Grocery","387","5","Will definitely order again!","4","No","No"
"ORD017516","CUST0001","Blinkit","2024-11-16 21:34:36","26","36","Dairy","252","3","Delayed and poor communication.","2","Yes","Yes"
"ORD017517","CUST0001","JioMart","2024-11-16 21:35:19","25","22","Dairy","258","6","Smooth ordering and quick delivery.","4","No","No"
"ORD017518","CUST0001","Blinkit","2024-11-16 21:36:00","30","20","Beverages","275","10","Order was okay, nothing special.","3","No","No"
"ORD017519","CUST0020","Swiggy Instamart","2024-11-16 21:36:14","24","16","Beverages","335","2","Easy to order, loved it!","4","No","No"
"ORD017520","CUST0005","JioMart","2024-11-16 21:36:16","29","34","Beverages","401","4","Packaging could be better.","3","Yes","No"
"ORD017521","CUST0001","Blinkit","2024-11-16 21:37:23","36","30","Fruits & Vegetables","210","6","Cold items arrived melted.","3","No","Yes"
"ORD017522","CUST0001","Blinkit","2024-11-16 21:37:37","24","21","Snacks","292","4","Horrible experience, never ordering again.","2","No","Yes"
"ORD017523","CUST0086","JioMart","2024-11-16 21:37:46","26","21","Grocery","542","5","Great value for money.","3","No","Yes"
"ORD017524","CUST0029","Swiggy Instamart","2024-11-16 21:37:55","32","23","Fruits & Vegetables","225","3","Horrible experience, never ordering again.","3","No","Yes"
"ORD017525","CUST0001","JioMart","2024-11-16 21:38:08","27","23","Beverages","314","7","Packaging could be better.","3","No","No"
"ORD017526","CUST0008","Swiggy Instamart","2024-11-16 21:38:42","24","20","Dairy","534","4","Packaging could be better.","4","No","No"
"ORD017527","CUST0002","Blinkit","2024-11-16 21:38:47","40","53","Personal Care","978","5","Items missing from order.","2","Yes","Yes"
"ORD017528","CUST0003","Blinkit","2024-11-16 21:40:12","27","20","Snacks","437","3","Smooth ordering and quick delivery.","5","No","No"
"ORD017529","CUST0005","Swiggy Instamart","2024-11-16 21:41:49","33","29","Fruits & Vegetables","338","2","Delivery person was rude.","2","No","Yes"
