Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD006660,CUST6813,Swiggy Instamart,09:29.5,38,Snacks,329,Excellent experience!,5,No,No
ORD006661,CUST7219,JioMart,14:29.5,33,Beverages,907,Good quality products.,4,No,No
ORD006662,CUST7948,JioMart,59:29.5,45,Dairy,681,Items missing from order.,2,Yes,Yes
ORD006663,CUST4510,Blinkit,34:29.5,5,Fruits & Vegetables,590,"Fast delivery, great service!",5,No,No
ORD006664,CUST9425,JioMart,24:29.5,19,Snacks,166,"Easy to order, loved it!",5,No,No
ORD006665,CUST4728,JioMart,29:29.5,15,Snacks,278,"Fast delivery, great service!",5,No,No
ORD006666,CUST7677,Blinkit,15:29.5,23,Fruits & Vegetables,239,Wrong item delivered.,1,No,Yes
ORD006667,CUST2848,Swiggy Instamart,13:29.5,30,Personal Care,607,Items missing from order.,2,No,Yes
ORD006668,CUST6149,Blinkit,19:29.5,28,Dairy,355,Wrong item delivered.,1,No,Yes
ORD006669,CUST3025,Blinkit,34:29.5,21,Personal Care,1357,"Very late delivery, not happy.",2,No,Yes
ORD006670,CUST8633,Swiggy Instamart,22:29.5,31,Snacks,250,Wrong item delivered.,1,No,Yes
ORD006671,CUST2807,JioMart,46:29.5,33,Grocery,1127,Packaging could be better.,3,No,No
ORD006672,CUST9515,Swiggy Instamart,46:29.5,35,Personal Care,505,Good quality products.,4,No,No
ORD006673,CUST3226,JioMart,46:29.5,37,Snacks,393,Wrong item delivered.,1,No,Yes
ORD006674,CUST9123,JioMart,02:29.5,23,Snacks,403,Items missing from order.,2,No,Yes
ORD006675,CUST6918,Swiggy Instamart,06:29.5,40,Grocery,523,"Easy to order, loved it!",5,No,No
ORD006676,CUST5723,Blinkit,49:29.5,29,Beverages,347,Good quality products.,4,No,No
ORD006677,CUST1665,Swiggy Instamart,19:29.5,37,Snacks,61,Items missing from order.,2,No,Yes
ORD006678,CUST2347,JioMart,46:29.5,23,Fruits & Vegetables,185,"Easy to order, loved it!",5,No,No
ORD006679,CUST6375,Swiggy Instamart,21:29.5,47,Personal Care,1263,Items missing from order.,2,Yes,Yes
ORD006680,CUST9088,Swiggy Instamart,31:29.5,35,Fruits & Vegetables,379,Items missing from order.,2,No,Yes
ORD006681,CUST2895,JioMart,02:29.5,31,Dairy,483,"Horrible experience, never ordering again.",1,No,Yes
ORD006682,CUST7304,Blinkit,22:29.5,17,Dairy,778,Excellent experience!,5,No,No
ORD006683,CUST5646,Swiggy Instamart,34:29.5,40,Grocery,1096,Packaging could be better.,3,No,No
ORD006684,CUST8486,JioMart,47:29.5,19,Snacks,282,Wrong item delivered.,1,No,Yes
ORD006685,CUST6111,JioMart,44:29.5,52,Snacks,127,Wrong item delivered.,1,Yes,Yes
ORD006686,CUST8273,Swiggy Instamart,00:29.5,37,Grocery,534,"Easy to order, loved it!",5,No,No
ORD006687,CUST4700,Blinkit,10:29.5,16,Personal Care,1799,"Fast delivery, great service!",5,No,No
ORD006688,CUST7672,Swiggy Instamart,36:29.5,32,Grocery,916,"Very late delivery, not happy.",2,No,Yes
ORD006689,CUST5761,Blinkit,49:29.5,49,Dairy,709,Packaging could be better.,3,Yes,No
ORD006690,CUST8011,Blinkit,44:29.5,29,Personal Care,1162,Items missing from order.,2,No,Yes
ORD006691,CUST4093,Blinkit,18:29.5,26,Grocery,579,"Easy to order, loved it!",5,No,No
ORD006692,CUST2140,Blinkit,29:29.5,33,Dairy,697,"Easy to order, loved it!",5,No,No
ORD006693,CUST8793,Swiggy Instamart,52:29.5,22,Snacks,390,Delivery person was rude.,2,No,Yes
ORD006694,CUST7020,JioMart,14:29.5,43,Snacks,171,Packaging could be better.,3,Yes,No
ORD006695,CUST3937,JioMart,20:29.5,21,Beverages,358,"Fast delivery, great service!",5,No,No
ORD006696,CUST1209,JioMart,24:29.5,34,Snacks,319,Packaging could be better.,3,No,No
ORD006697,CUST9055,JioMart,49:29.5,42,Snacks,474,"Very late delivery, not happy.",2,Yes,Yes
ORD006698,CUST2723,JioMart,25:29.5,30,Fruits & Vegetables,420,Good quality products.,4,No,No
ORD006699,CUST7494,JioMart,24:29.5,42,Fruits & Vegetables,286,"Horrible experience, never ordering again.",1,Yes,Yes
ORD006700,CUST8177,Swiggy Instamart,33:29.5,28,Snacks,387,"Easy to order, loved it!",5,No,No
ORD006701,CUST9563,Blinkit,56:29.5,18,Dairy,718,Wrong item delivered.,1,No,Yes
ORD006702,CUST2392,JioMart,29:29.5,37,Snacks,349,Very satisfied with the service.,5,No,No
ORD006703,CUST2953,Swiggy Instamart,46:29.5,33,Beverages,500,"Easy to order, loved it!",5,No,No
ORD006704,CUST3348,JioMart,07:29.5,20,Grocery,1477,Good quality products.,4,No,No
ORD006705,CUST7468,JioMart,11:29.5,29,Fruits & Vegetables,388,Wrong item delivered.,1,No,Yes
ORD006706,CUST7563,Blinkit,04:29.5,20,Snacks,313,"Fast delivery, great service!",5,No,No
ORD006707,CUST2666,Blinkit,19:29.5,29,Grocery,600,Excellent experience!,5,No,No
ORD006708,CUST3764,Blinkit,41:29.5,52,Grocery,1332,Quick and reliable!,5,Yes,No
ORD006709,CUST2060,JioMart,39:29.5,39,Beverages,274,Quick and reliable!,5,No,No
ORD006710,CUST6959,JioMart,25:29.5,36,Fruits & Vegetables,572,Items missing from order.,2,No,Yes
ORD006711,CUST4261,JioMart,55:29.5,31,Dairy,553,Items missing from order.,2,No,Yes
ORD006712,CUST6548,Blinkit,08:29.5,40,Personal Care,1097,Packaging could be better.,3,No,No
ORD006713,CUST4281,Swiggy Instamart,33:29.5,30,Snacks,437,Wrong item delivered.,1,No,Yes
ORD006714,CUST7623,JioMart,31:29.5,12,Personal Care,1338,"Not fresh, disappointed.",2,No,Yes
ORD006715,CUST3011,JioMart,55:29.5,16,Snacks,131,"Easy to order, loved it!",5,No,No
ORD006716,CUST4815,JioMart,26:29.5,24,Beverages,924,"Very late delivery, not happy.",2,No,Yes
ORD006717,CUST7958,Swiggy Instamart,46:29.5,25,Grocery,697,Excellent experience!,5,No,No
ORD006718,CUST9177,JioMart,59:29.5,30,Dairy,149,Excellent experience!,5,No,No
ORD006719,CUST5563,Swiggy Instamart,54:29.5,41,Fruits & Vegetables,339,Items missing from order.,2,Yes,Yes
ORD006720,CUST5472,JioMart,45:29.5,33,Dairy,427,Good quality products.,4,No,No
ORD006721,CUST7557,Swiggy Instamart,42:29.5,31,Personal Care,1831,Wrong item delivered.,1,No,Yes
ORD006722,CUST6834,JioMart,47:29.5,18,Fruits & Vegetables,168,"Horrible experience, never ordering again.",1,No,Yes
ORD006723,CUST8795,Blinkit,24:29.5,28,Fruits & Vegetables,243,Items missing from order.,2,No,Yes
ORD006724,CUST7626,Blinkit,45:29.5,23,Personal Care,1407,"Horrible experience, never ordering again.",1,No,Yes
ORD006725,CUST8938,Blinkit,21:29.5,19,Dairy,479,Good quality products.,4,No,No
ORD006726,CUST9379,Blinkit,17:29.5,5,Snacks,453,"Very late delivery, not happy.",2,No,Yes
ORD006727,CUST5569,JioMart,44:29.5,18,Personal Care,1106,"Not fresh, disappointed.",2,No,Yes
ORD006728,CUST3414,Blinkit,03:29.5,47,Personal Care,1510,"Fast delivery, great service!",5,Yes,No
ORD006729,CUST8448,Swiggy Instamart,47:29.5,41,Beverages,182,"Fast delivery, great service!",5,Yes,No
ORD006730,CUST2770,Blinkit,29:29.5,21,Snacks,487,Packaging could be better.,3,No,No
ORD006731,CUST3001,Blinkit,46:29.5,25,Grocery,1004,"Easy to order, loved it!",5,No,No
ORD006732,CUST5107,Blinkit,12:29.5,55,Beverages,482,Wrong item delivered.,1,Yes,Yes
ORD006733,CUST9017,JioMart,03:29.5,53,Snacks,61,Items missing from order.,2,Yes,Yes
ORD006734,CUST9147,Blinkit,10:29.5,32,Grocery,896,Very satisfied with the service.,5,No,No
ORD006735,CUST4781,Swiggy Instamart,23:29.5,37,Dairy,622,"Not fresh, disappointed.",2,No,Yes
ORD006736,CUST3205,Blinkit,00:29.5,32,Personal Care,627,Quick and reliable!,5,No,No
ORD006737,CUST1486,Blinkit,23:29.5,26,Dairy,583,"Horrible experience, never ordering again.",1,No,Yes
ORD006738,CUST2631,Blinkit,29:29.5,32,Fruits & Vegetables,571,Delivery person was rude.,2,No,Yes
ORD006739,CUST1865,Swiggy Instamart,23:29.5,36,Beverages,531,Items missing from order.,2,No,Yes
ORD006740,CUST2117,Blinkit,28:29.5,40,Personal Care,1681,"Fast delivery, great service!",5,No,No
ORD006741,CUST9161,Swiggy Instamart,00:29.5,33,Grocery,1035,Good quality products.,4,No,No
ORD006742,CUST1438,Swiggy Instamart,40:29.5,33,Grocery,1139,"Not fresh, disappointed.",2,No,Yes
ORD006743,CUST3934,Blinkit,42:29.5,17,Snacks,69,"Easy to order, loved it!",5,No,No
ORD006744,CUST7269,Swiggy Instamart,07:29.5,21,Dairy,781,Very satisfied with the service.,5,No,No
ORD006745,CUST6356,JioMart,46:29.5,11,Fruits & Vegetables,82,"Very late delivery, not happy.",2,No,Yes
ORD006746,CUST3502,Blinkit,35:29.5,34,Grocery,1198,Very satisfied with the service.,5,No,No
ORD006747,CUST5960,Blinkit,34:29.5,24,Personal Care,512,Quick and reliable!,5,No,No
ORD006748,CUST2578,Swiggy Instamart,02:29.5,28,Dairy,440,"Very late delivery, not happy.",2,No,Yes
ORD006749,CUST2253,Swiggy Instamart,58:29.5,30,Beverages,284,"Fast delivery, great service!",5,No,No
ORD006750,CUST9518,Blinkit,38:29.5,33,Dairy,125,"Horrible experience, never ordering again.",1,No,Yes
ORD006751,CUST9064,JioMart,57:29.5,10,Snacks,282,Quick and reliable!,5,No,No
ORD006752,CUST8635,Swiggy Instamart,56:29.5,33,Snacks,153,Items missing from order.,2,No,Yes
ORD006753,CUST4308,Swiggy Instamart,58:29.5,26,Personal Care,264,"Horrible experience, never ordering again.",1,No,Yes
ORD006754,CUST5809,JioMart,13:29.5,38,Grocery,1084,Delivery person was rude.,2,No,Yes
ORD006755,CUST9157,JioMart,27:29.5,26,Fruits & Vegetables,342,Very satisfied with the service.,5,No,No
ORD006756,CUST9032,Blinkit,07:29.5,23,Fruits & Vegetables,262,"Very late delivery, not happy.",2,No,Yes
ORD006757,CUST9270,JioMart,15:29.5,41,Grocery,1212,Excellent experience!,5,Yes,No
ORD006758,CUST5287,Blinkit,11:29.5,20,Personal Care,593,"Very late delivery, not happy.",2,No,Yes
ORD006759,CUST9887,JioMart,31:29.5,24,Dairy,465,Quick and reliable!,5,No,No
ORD006760,CUST6629,Swiggy Instamart,51:29.5,20,Personal Care,1709,Wrong item delivered.,1,No,Yes
ORD006761,CUST9856,Blinkit,06:29.5,25,Fruits & Vegetables,239,"Not fresh, disappointed.",2,No,Yes
ORD006762,CUST9955,Blinkit,53:29.5,46,Dairy,369,Packaging could be better.,3,Yes,No
ORD006763,CUST1289,Blinkit,43:29.5,17,Snacks,277,"Very late delivery, not happy.",2,No,Yes
ORD006764,CUST1517,JioMart,09:29.5,27,Grocery,1376,"Horrible experience, never ordering again.",1,No,Yes
ORD006765,CUST8051,Swiggy Instamart,09:29.5,37,Dairy,477,"Very late delivery, not happy.",2,No,Yes
ORD006766,CUST2951,Blinkit,20:29.5,27,Snacks,415,Delivery person was rude.,2,No,Yes
ORD006767,CUST7285,Blinkit,52:29.5,33,Dairy,124,"Very late delivery, not happy.",2,No,Yes
ORD006768,CUST8374,Blinkit,25:29.5,24,Beverages,186,"Easy to order, loved it!",5,No,No
ORD006769,CUST6153,Blinkit,59:29.5,28,Snacks,161,Excellent experience!,5,No,No
ORD006770,CUST7165,Swiggy Instamart,44:29.5,27,Fruits & Vegetables,548,Excellent experience!,5,No,No
ORD006771,CUST8250,JioMart,27:29.5,28,Dairy,627,Delivery person was rude.,2,No,Yes
ORD006772,CUST8531,Swiggy Instamart,58:29.5,41,Beverages,422,Delivery person was rude.,2,Yes,Yes
ORD006773,CUST1589,Blinkit,58:29.5,23,Dairy,625,"Fast delivery, great service!",5,No,No
ORD006774,CUST1538,Swiggy Instamart,14:29.5,33,Beverages,692,"Horrible experience, never ordering again.",1,No,Yes
ORD006775,CUST3897,Blinkit,18:29.5,39,Dairy,226,"Very late delivery, not happy.",2,No,Yes
ORD006776,CUST5965,JioMart,05:29.5,35,Snacks,67,"Horrible experience, never ordering again.",1,No,Yes
ORD006777,CUST3689,JioMart,08:29.5,27,Snacks,458,Good quality products.,4,No,No
ORD006778,CUST9052,JioMart,55:29.5,43,Dairy,539,Delivery person was rude.,2,Yes,Yes
ORD006779,CUST8056,Blinkit,48:29.5,31,Snacks,202,Excellent experience!,5,No,No
ORD006780,CUST3203,Swiggy Instamart,06:29.5,38,Personal Care,1376,"Horrible experience, never ordering again.",1,No,Yes
ORD006781,CUST6119,JioMart,18:29.5,24,Fruits & Vegetables,51,Quick and reliable!,5,No,No
ORD006782,CUST7374,Blinkit,37:29.5,35,Dairy,630,Delivery person was rude.,2,No,Yes
ORD006783,CUST8986,Blinkit,29:29.5,36,Beverages,956,Very satisfied with the service.,5,No,No
ORD006784,CUST2792,Swiggy Instamart,25:29.5,22,Personal Care,1783,"Fast delivery, great service!",5,No,No
ORD006785,CUST9037,JioMart,10:29.5,43,Personal Care,425,Delivery person was rude.,2,Yes,Yes
ORD006786,CUST9837,Blinkit,18:29.5,41,Beverages,981,Wrong item delivered.,1,Yes,Yes
ORD006787,CUST8697,Swiggy Instamart,00:29.5,24,Snacks,348,"Horrible experience, never ordering again.",1,No,Yes
ORD006788,CUST8797,JioMart,24:29.5,15,Grocery,464,"Fast delivery, great service!",5,No,No
ORD006789,CUST3560,Swiggy Instamart,39:29.5,28,Dairy,353,"Not fresh, disappointed.",2,No,Yes
ORD006790,CUST9301,Swiggy Instamart,00:29.5,29,Dairy,743,"Easy to order, loved it!",5,No,No
ORD006791,CUST1913,Blinkit,19:29.5,23,Snacks,386,"Not fresh, disappointed.",2,No,Yes
ORD006792,CUST7412,Blinkit,11:29.5,25,Personal Care,1654,"Not fresh, disappointed.",2,No,Yes
ORD006793,CUST5315,Blinkit,31:29.5,38,Grocery,372,"Very late delivery, not happy.",2,No,Yes
ORD006794,CUST9105,Swiggy Instamart,54:29.5,46,Fruits & Vegetables,685,Delivery person was rude.,2,Yes,Yes
ORD006795,CUST7189,Blinkit,47:29.5,37,Dairy,563,Excellent experience!,5,No,No
ORD006796,CUST6779,Swiggy Instamart,29:29.5,42,Fruits & Vegetables,448,Delivery person was rude.,2,Yes,Yes
ORD006797,CUST5660,Swiggy Instamart,38:29.5,30,Personal Care,695,"Easy to order, loved it!",5,No,No
ORD006798,CUST6250,Blinkit,43:29.5,14,Dairy,754,"Fast delivery, great service!",5,No,No
ORD006799,CUST2006,JioMart,43:29.5,24,Fruits & Vegetables,486,Quick and reliable!,5,No,No
ORD006800,CUST1461,JioMart,57:29.5,22,Snacks,400,"Horrible experience, never ordering again.",1,No,Yes
ORD006801,CUST1739,JioMart,15:29.5,39,Beverages,664,Packaging could be better.,3,No,No
ORD006802,CUST3100,Swiggy Instamart,47:29.5,8,Snacks,375,Items missing from order.,2,No,Yes
ORD006803,CUST7003,Swiggy Instamart,29:29.5,31,Grocery,1047,"Easy to order, loved it!",5,No,No
ORD006804,CUST6715,Swiggy Instamart,28:29.5,28,Dairy,633,Good quality products.,4,No,No
ORD006805,CUST1440,Blinkit,41:29.5,33,Beverages,252,"Horrible experience, never ordering again.",1,No,Yes
ORD006806,CUST6591,Swiggy Instamart,42:29.5,20,Dairy,422,"Fast delivery, great service!",5,No,No
ORD006807,CUST7235,Blinkit,10:29.5,41,Beverages,249,Very satisfied with the service.,5,Yes,No
ORD006808,CUST2594,Blinkit,40:29.5,31,Dairy,255,"Very late delivery, not happy.",2,No,Yes
ORD006809,CUST8014,JioMart,43:29.5,18,Grocery,326,Good quality products.,4,No,No
ORD006810,CUST6654,JioMart,38:29.5,20,Fruits & Vegetables,333,Good quality products.,4,No,No
ORD006811,CUST6855,JioMart,02:29.5,25,Dairy,709,Excellent experience!,5,No,No
ORD006812,CUST7749,Blinkit,30:29.5,35,Dairy,303,"Fast delivery, great service!",5,No,No
ORD006813,CUST6755,Blinkit,16:29.5,22,Grocery,1374,Packaging could be better.,3,No,No
ORD006814,CUST1924,Blinkit,56:29.5,36,Personal Care,1664,Packaging could be better.,3,No,No
ORD006815,CUST5001,Swiggy Instamart,15:29.5,29,Beverages,779,Wrong item delivered.,1,No,Yes
ORD006816,CUST5056,Blinkit,06:29.5,44,Snacks,459,"Easy to order, loved it!",5,Yes,No
ORD006817,CUST4844,JioMart,10:29.5,24,Grocery,1387,"Easy to order, loved it!",5,No,No
ORD006818,CUST6113,JioMart,12:29.5,29,Dairy,151,"Easy to order, loved it!",5,No,No
ORD006819,CUST2391,Blinkit,41:29.5,38,Beverages,763,Very satisfied with the service.,5,No,No
ORD006820,CUST2073,Blinkit,58:29.5,21,Beverages,734,"Easy to order, loved it!",5,No,No
ORD006821,CUST5995,JioMart,55:29.5,20,Beverages,457,Very satisfied with the service.,5,No,No
ORD006822,CUST2875,Blinkit,40:29.5,18,Personal Care,607,Very satisfied with the service.,5,No,No
ORD006823,CUST6531,JioMart,57:29.5,35,Grocery,468,Very satisfied with the service.,5,No,No
ORD006824,CUST3781,Swiggy Instamart,41:29.5,15,Personal Care,1513,"Very late delivery, not happy.",2,No,Yes
ORD006825,CUST1322,JioMart,52:29.5,32,Personal Care,1989,Quick and reliable!,5,No,No
ORD006826,CUST9821,Swiggy Instamart,27:29.5,23,Personal Care,1550,Very satisfied with the service.,5,No,No
ORD006827,CUST6343,Blinkit,33:29.5,23,Snacks,50,Very satisfied with the service.,5,No,No
ORD006828,CUST1612,Blinkit,37:29.5,11,Fruits & Vegetables,188,Delivery person was rude.,2,No,Yes
ORD006829,CUST8551,Swiggy Instamart,07:29.5,28,Dairy,224,Very satisfied with the service.,5,No,No
ORD006830,CUST7921,Blinkit,11:29.5,22,Grocery,281,"Not fresh, disappointed.",2,No,Yes
ORD006831,CUST9433,Swiggy Instamart,50:29.5,27,Fruits & Vegetables,497,Good quality products.,4,No,No
ORD006832,CUST7900,Blinkit,25:29.5,27,Fruits & Vegetables,409,Items missing from order.,2,No,Yes
ORD006833,CUST5368,JioMart,15:29.5,47,Fruits & Vegetables,480,Good quality products.,4,Yes,No
ORD006834,CUST1334,Blinkit,40:29.5,20,Grocery,524,"Very late delivery, not happy.",2,No,Yes
ORD006835,CUST8695,JioMart,30:29.5,35,Grocery,528,"Fast delivery, great service!",5,No,No
ORD006836,CUST1364,JioMart,56:29.5,26,Fruits & Vegetables,213,"Easy to order, loved it!",5,No,No
ORD006837,CUST6185,Swiggy Instamart,36:29.5,35,Personal Care,1548,Delivery person was rude.,2,No,Yes
ORD006838,CUST7188,Blinkit,56:29.5,28,Personal Care,920,"Fast delivery, great service!",5,No,No
ORD006839,CUST7394,Swiggy Instamart,56:29.5,47,Dairy,703,Good quality products.,4,Yes,No
ORD006840,CUST6282,Blinkit,51:29.5,29,Personal Care,1388,Wrong item delivered.,1,No,Yes
ORD006841,CUST2601,JioMart,42:29.5,31,Grocery,583,"Easy to order, loved it!",5,No,No
ORD006842,CUST9001,JioMart,28:29.5,41,Grocery,1276,"Fast delivery, great service!",5,Yes,No
ORD006843,CUST2639,Blinkit,37:29.5,26,Personal Care,1216,Wrong item delivered.,1,No,Yes
ORD006844,CUST4373,Blinkit,19:29.5,40,Beverages,959,Wrong item delivered.,1,No,Yes
ORD006845,CUST6504,Swiggy Instamart,21:29.5,41,Beverages,181,Good quality products.,4,Yes,No
ORD006846,CUST9138,Blinkit,48:29.5,24,Fruits & Vegetables,583,"Very late delivery, not happy.",2,No,Yes
ORD006847,CUST9237,Blinkit,34:29.5,38,Snacks,81,"Fast delivery, great service!",5,No,No
ORD006848,CUST6563,Blinkit,51:29.5,20,Grocery,1045,Good quality products.,4,No,No
ORD006849,CUST3730,Swiggy Instamart,35:29.5,32,Personal Care,345,"Easy to order, loved it!",5,No,No
ORD006850,CUST5907,Blinkit,33:29.5,23,Grocery,384,Delivery person was rude.,2,No,Yes
ORD006851,CUST6952,JioMart,31:29.5,29,Grocery,1260,Good quality products.,4,No,No
ORD006852,CUST8143,Swiggy Instamart,27:29.5,36,Dairy,637,Wrong item delivered.,1,No,Yes
ORD006853,CUST4305,Swiggy Instamart,18:29.5,41,Fruits & Vegetables,666,Very satisfied with the service.,5,Yes,No
ORD006854,CUST9142,JioMart,42:29.5,6,Fruits & Vegetables,373,"Fast delivery, great service!",5,No,No
ORD006855,CUST2234,JioMart,40:29.5,21,Dairy,619,"Not fresh, disappointed.",2,No,Yes
ORD006856,CUST9779,JioMart,53:29.5,43,Fruits & Vegetables,365,"Very late delivery, not happy.",2,Yes,Yes
ORD006857,CUST4507,Blinkit,18:29.5,30,Dairy,730,"Not fresh, disappointed.",2,No,Yes
ORD006858,CUST5708,JioMart,47:29.5,29,Dairy,538,"Fast delivery, great service!",5,No,No
ORD006859,CUST5344,Blinkit,06:29.5,39,Beverages,467,Good quality products.,4,No,No
ORD006860,CUST1778,Swiggy Instamart,53:29.5,5,Beverages,165,Items missing from order.,2,No,Yes
ORD006861,CUST5871,Swiggy Instamart,42:29.5,20,Dairy,604,Wrong item delivered.,1,No,Yes
ORD006862,CUST7586,JioMart,26:29.5,39,Personal Care,783,Delivery person was rude.,2,No,Yes
ORD006863,CUST4700,Blinkit,20:29.5,13,Grocery,1131,Delivery person was rude.,2,No,Yes
ORD006864,CUST2506,JioMart,09:29.5,30,Dairy,400,Very satisfied with the service.,5,No,No
ORD006865,CUST2552,JioMart,08:29.5,9,Beverages,145,Delivery person was rude.,2,No,Yes
ORD006866,CUST6518,Blinkit,20:29.5,24,Beverages,129,Packaging could be better.,3,No,No
ORD006867,CUST5478,JioMart,08:29.5,41,Dairy,597,Wrong item delivered.,1,Yes,Yes
ORD006868,CUST2102,Swiggy Instamart,29:29.5,11,Personal Care,1126,"Very late delivery, not happy.",2,No,Yes
ORD006869,CUST9700,JioMart,41:29.5,26,Beverages,1000,"Not fresh, disappointed.",2,No,Yes
ORD006870,CUST8786,Blinkit,52:29.5,38,Fruits & Vegetables,310,"Very late delivery, not happy.",2,No,Yes
ORD006871,CUST7997,Blinkit,08:29.5,21,Dairy,387,Delivery person was rude.,2,No,Yes
ORD006872,CUST4436,Swiggy Instamart,45:29.5,33,Snacks,127,"Easy to order, loved it!",5,No,No
ORD006873,CUST6690,Blinkit,13:29.5,48,Snacks,485,Quick and reliable!,5,Yes,No
ORD006874,CUST2256,Blinkit,11:29.5,37,Grocery,938,"Horrible experience, never ordering again.",1,No,Yes
ORD006875,CUST5945,Swiggy Instamart,31:29.5,32,Personal Care,1213,Quick and reliable!,5,No,No
ORD006876,CUST9268,JioMart,22:29.5,46,Beverages,712,Good quality products.,4,Yes,No
ORD006877,CUST5913,Swiggy Instamart,00:29.5,31,Dairy,119,Wrong item delivered.,1,No,Yes
ORD006878,CUST8092,JioMart,24:29.5,28,Personal Care,1560,Quick and reliable!,5,No,No
ORD006879,CUST9846,Swiggy Instamart,52:29.5,19,Dairy,614,"Very late delivery, not happy.",2,No,Yes
ORD006880,CUST6133,JioMart,44:29.5,38,Dairy,115,"Easy to order, loved it!",5,No,No
ORD006881,CUST4278,Swiggy Instamart,00:29.5,50,Fruits & Vegetables,71,"Fast delivery, great service!",5,Yes,No
ORD006882,CUST7788,JioMart,02:29.5,8,Snacks,200,"Easy to order, loved it!",5,No,No
ORD006883,CUST7591,Swiggy Instamart,33:29.5,21,Snacks,321,"Not fresh, disappointed.",2,No,Yes
ORD006884,CUST5116,JioMart,07:29.5,29,Dairy,556,"Very late delivery, not happy.",2,No,Yes
ORD006885,CUST9443,Swiggy Instamart,30:29.5,21,Fruits & Vegetables,595,Excellent experience!,5,No,No
ORD006886,CUST8425,Blinkit,47:29.5,37,Personal Care,1499,Packaging could be better.,3,No,No
ORD006887,CUST9971,JioMart,56:29.5,36,Snacks,99,Delivery person was rude.,2,No,Yes
ORD006888,CUST3958,Swiggy Instamart,12:29.5,34,Dairy,502,Delivery person was rude.,2,No,Yes
ORD006889,CUST1304,JioMart,10:29.5,48,Grocery,1201,"Not fresh, disappointed.",2,Yes,Yes
ORD006890,CUST9457,JioMart,28:29.5,33,Snacks,352,Quick and reliable!,5,No,No
ORD006891,CUST4056,Swiggy Instamart,10:29.5,24,Grocery,1450,"Very late delivery, not happy.",2,No,Yes
ORD006892,CUST9178,JioMart,55:29.5,18,Grocery,1468,"Not fresh, disappointed.",2,No,Yes
ORD006893,CUST4489,Swiggy Instamart,45:29.5,34,Grocery,473,"Fast delivery, great service!",5,No,No
ORD006894,CUST8656,Blinkit,48:29.5,18,Beverages,855,Very satisfied with the service.,5,No,No
ORD006895,CUST5389,JioMart,18:29.5,37,Beverages,639,"Not fresh, disappointed.",2,No,Yes
ORD006896,CUST9728,Blinkit,16:29.5,25,Personal Care,573,Packaging could be better.,3,No,No
ORD006897,CUST8106,JioMart,31:29.5,9,Grocery,385,Packaging could be better.,3,No,No
ORD006898,CUST1981,JioMart,33:29.5,40,Dairy,134,Very satisfied with the service.,5,No,No
ORD006899,CUST9556,JioMart,01:29.5,35,Grocery,498,"Very late delivery, not happy.",2,No,Yes
ORD006900,CUST4287,Swiggy Instamart,10:29.5,37,Beverages,922,"Easy to order, loved it!",5,No,No
ORD006901,CUST6968,Blinkit,34:29.5,14,Fruits & Vegetables,140,"Easy to order, loved it!",5,No,No
ORD006902,CUST8577,JioMart,03:29.5,43,Personal Care,999,"Horrible experience, never ordering again.",1,Yes,Yes
ORD006903,CUST3420,Swiggy Instamart,54:29.5,48,Personal Care,1470,Wrong item delivered.,1,Yes,Yes
ORD006904,CUST4938,JioMart,53:29.5,20,Dairy,354,"Not fresh, disappointed.",2,No,Yes
ORD006905,CUST3465,Swiggy Instamart,38:29.5,33,Snacks,126,"Not fresh, disappointed.",2,No,Yes
ORD006906,CUST5919,JioMart,10:29.5,26,Fruits & Vegetables,176,"Easy to order, loved it!",5,No,No
ORD006907,CUST8133,Blinkit,44:29.5,25,Grocery,477,Items missing from order.,2,No,Yes
ORD006908,CUST7721,Blinkit,36:29.5,32,Grocery,1386,Items missing from order.,2,No,Yes
ORD006909,CUST6220,JioMart,17:29.5,24,Beverages,210,Delivery person was rude.,2,No,Yes
ORD006910,CUST2055,Swiggy Instamart,44:29.5,28,Snacks,303,Delivery person was rude.,2,No,Yes
ORD006911,CUST4335,JioMart,15:29.5,49,Personal Care,1439,Excellent experience!,5,Yes,No
ORD006912,CUST7757,Swiggy Instamart,47:29.5,17,Personal Care,792,Packaging could be better.,3,No,No
ORD006913,CUST5373,JioMart,46:29.5,33,Dairy,427,"Horrible experience, never ordering again.",1,No,Yes
ORD006914,CUST5702,Swiggy Instamart,10:29.5,52,Dairy,721,Good quality products.,4,Yes,No
ORD006915,CUST3631,Blinkit,18:29.5,30,Beverages,377,Packaging could be better.,3,No,No
ORD006916,CUST5201,JioMart,45:29.5,37,Fruits & Vegetables,412,Quick and reliable!,5,No,No
ORD006917,CUST4868,Blinkit,45:29.5,22,Snacks,451,Wrong item delivered.,1,No,Yes
ORD006918,CUST7649,Blinkit,58:29.5,21,Fruits & Vegetables,138,Good quality products.,4,No,No
ORD006919,CUST4907,JioMart,55:29.5,16,Beverages,290,Wrong item delivered.,1,No,Yes
ORD006920,CUST2860,JioMart,33:29.5,30,Dairy,180,"Very late delivery, not happy.",2,No,Yes
ORD006921,CUST3456,Swiggy Instamart,03:29.5,48,Grocery,823,Good quality products.,4,Yes,No
